PropertyName,Address,Rent,Arrangement,Latitude,Longitude,URL
セリオ落合東中野,東京都中野区東中野５,10,1K,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y26JEBoCtNEQAvD_BwE
セリオ落合東中野,東京都中野区東中野５,10,1K,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y27JEBoCtNEQAvD_BwE
セリオ落合東中野,東京都中野区東中野５,10,1K,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y28JEBoCtNEQAvD_BwE
セリオ落合東中野,東京都中野区東中野５,10,1K,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y29JEBoCtNEQAvD_BwE
セリオ落合東中野,東京都中野区東中野５,18.5,2LDK,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y30JEBoCtNEQAvD_BwE
アーバイル落合ツインドレスモーダ,東京都中野区上高田４,8.9,1K,35.7141723,139.677738,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y31JEBoCtNEQAvD_BwE
アーバイル落合ツインドレスモーダ,東京都中野区上高田４,13,1LDK,35.7141723,139.677738,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y32JEBoCtNEQAvD_BwE
パークハウス東中野リヴゴーシュ,東京都中野区東中野５,14.3,1K,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y33JEBoCtNEQAvD_BwE
パークハウス東中野リヴゴーシュ,東京都中野区東中野５,18.3,1LDK,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y34JEBoCtNEQAvD_BwE
パークハウス東中野リヴゴーシュ,東京都中野区東中野５,18.3,1LDK,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y35JEBoCtNEQAvD_BwE
パークハウス東中野リヴゴーシュ,東京都中野区東中野５,18.3,1LDK,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y36JEBoCtNEQAvD_BwE
パークハウス東中野リヴゴーシュ,東京都中野区東中野５,18.5,1LDK,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y37JEBoCtNEQAvD_BwE
パークハウス東中野リヴゴーシュ,東京都中野区東中野５,18.5,1LDK,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y38JEBoCtNEQAvD_BwE
パークハウス東中野リヴゴーシュ,東京都中野区東中野５,20,1LDK,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y39JEBoCtNEQAvD_BwE
東京メトロ東西線 落合駅 4階建 築19年,東京都中野区上高田４,8.9,1K,35.7141723,139.677738,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y40JEBoCtNEQAvD_BwE
東京メトロ東西線 落合駅 4階建 築19年,東京都中野区上高田４,13,1LDK,35.7141723,139.677738,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y41JEBoCtNEQAvD_BwE
東京メトロ東西線 落合駅 2階建 築14年,東京都中野区上高田１,7.3,1K,35.7102195,139.676462,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y42JEBoCtNEQAvD_BwE
東京メトロ東西線 落合駅 10階建 築9年,東京都中野区東中野５,10,1K,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y43JEBoCtNEQAvD_BwE
東京メトロ東西線 落合駅 10階建 築9年,東京都中野区東中野５,10,1K,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y44JEBoCtNEQAvD_BwE
東京メトロ東西線 落合駅 10階建 築9年,東京都中野区東中野５,10,1K,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y45JEBoCtNEQAvD_BwE
東京メトロ東西線 落合駅 10階建 築9年,東京都中野区東中野５,10,1K,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y46JEBoCtNEQAvD_BwE
ノブレス・東中野,東京都中野区東中野３,9.2,ワンルーム,35.7076863,139.6815661,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y47JEBoCtNEQAvD_BwE
ノブレス・東中野,東京都中野区東中野３,9.2,ワンルーム,35.7076863,139.6815661,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y48JEBoCtNEQAvD_BwE
ノブレス・東中野,東京都中野区東中野３,10.9,1K,35.7076863,139.6815661,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y49JEBoCtNEQAvD_BwE
ハーモニーテラス上高田,東京都中野区上高田１,6.55,ワンルーム,35.7102195,139.676462,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y50JEBoCtNEQAvD_BwE
東京メトロ東西線 落合駅 3階建 築3年,東京都中野区上高田１,10,1K,35.7102195,139.676462,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y51JEBoCtNEQAvD_BwE
東京メトロ東西線 落合駅 3階建 築3年,東京都中野区上高田１,10.2,1K,35.7102195,139.676462,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y52JEBoCtNEQAvD_BwE
MAISON SHOWA(メゾンショーワ),東京都中野区上高田１,8,1K,35.7102195,139.676462,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y53JEBoCtNEQAvD_BwE
東京メトロ東西線 落合駅 3階建 築54年,東京都中野区東中野４,8.7,2K,35.7092259,139.6853944,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y54JEBoCtNEQAvD_BwE
東京メトロ東西線 落合駅 3階建 築54年,東京都中野区東中野４,9,2K,35.7092259,139.6853944,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y55JEBoCtNEQAvD_BwE
東京メトロ東西線 落合駅 3階建 築40年,東京都中野区東中野３,13.5,1LDK,35.7076863,139.6815661,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y56JEBoCtNEQAvD_BwE
ムサシハイム,東京都中野区上高田１,11.5,1LDK,35.7102195,139.676462,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y57JEBoCtNEQAvD_BwE
レオパレス落合,東京都中野区東中野４,7.2,1K,35.7092259,139.6853944,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y58JEBoCtNEQAvD_BwE
レオパレス落合,東京都中野区東中野４,7.3,1K,35.7092259,139.6853944,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y59JEBoCtNEQAvD_BwE
東京メトロ東西線 落合駅 2階建 築34年,東京都中野区東中野４,7.2,1K,35.7092259,139.6853944,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y60JEBoCtNEQAvD_BwE
東京メトロ東西線 落合駅 2階建 築34年,東京都中野区東中野４,7.3,1K,35.7092259,139.6853944,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y61JEBoCtNEQAvD_BwE
東京メトロ東西線 落合駅 3階建 新築,東京都中野区東中野５,11.8,1LDK,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y62JEBoCtNEQAvD_BwE
ＬＫ東中野マンション,東京都中野区東中野４,16,2LDK,35.7092259,139.6853944,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y63JEBoCtNEQAvD_BwE
レガリア東中野レジデンスWEST,東京都中野区東中野５,9.7,ワンルーム,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y64JEBoCtNEQAvD_BwE
レガリア東中野レジデンスWEST,東京都中野区東中野５,9.7,ワンルーム,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y65JEBoCtNEQAvD_BwE
レガリア東中野レジデンスWEST,東京都中野区東中野５,14.4,1LDK,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y66JEBoCtNEQAvD_BwE
東京メトロ東西線 落合駅 4階建 築16年,東京都中野区東中野５,9.7,ワンルーム,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y67JEBoCtNEQAvD_BwE
東京メトロ東西線 落合駅 4階建 築16年,東京都中野区東中野５,14.4,1LDK,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y68JEBoCtNEQAvD_BwE
東京メトロ東西線 落合駅 10階建 築9年,東京都中野区東中野５,16.3,1LDK,35.7084721,139.689223,https://suumo.jp/?vos=op0014adwstw099000000zzz_01xmsyt111-xe_aud-381243375587:kwd-13279118830:cr-552805620393:sl-:adg-30983744560:dev-c:acc-6530195222:cam-385940440&gclsrc=aw.ds&gad=1&gclid=CjwKCAjwkeqkBhAnEiwA5U-uM0kvzgyzwIVH7Q3URI09yrGZ-p8iecUZxm4H9JavYt9NJaU9y69JEBoCtNEQAvD_BwE
